fil,recwgt,status,ID,pbad,w_var01,w_var02,w_var03,w_var04,w_var05,w_var06,w_var07,w_var08,w_var09,w_var10,w_var11,w_var12,w_var13,w_var14,status_log
B,1,G,12982,0.2408,5.722,1.003,0.135,1.487,1.653,1.884,1.007,3.157,-0.081,-0.328,0.198,0.073,1.455,-0.027,G
B,1,B,12983,0.2408,-0.743,-0.686,-0.081,-0.804,-0.804,-0.935,-1.084,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,B
B,1,G,12984,0.2408,0.985,0.125,-0.081,-0.804,-0.804,1.884,-0.325,3.157,-0.081,-0.328,0.198,0.073,-0.948,-0.027,G
B,1,G,12985,0.2408,-0.489,-0.228,0.135,0.513,0.513,1.002,0.079,1.545,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,12986,0.2408,0.133,0.125,-0.043,0.513,0.513,-0.935,0.797,-1.049,1.12,0.948,0.198,0.073,0.156,1.987,G
B,1,B,12987,0.2408,-0.732,-0.228,-0.043,1.487,1.653,-0.935,0.079,-0.942,-0.081,-0.328,0.198,0.073,-0.948,-0.027,B
B,1,G,12988,0.2408,5.722,0.125,-0.027,0.3,0.3,1.884,-0.15,1.015,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,12989,0.2408,0.985,-0.228,-0.075,0.513,0.513,1.002,0.882,1.015,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,12990,0.2408,3.341,0.125,-0.051,-0.042,-0.042,1.884,1.55,3.157,-0.081,-0.328,0.198,0.073,1.532,-0.027,G
B,1,G,12991,0.2408,-0.743,-0.228,-0.051,0.513,0.513,-0.935,0.235,-0.942,-0.081,-0.328,0.198,0.073,-0.772,-0.027,G
B,1,G,12992,0.2408,0.094,1.003,0.21,1.487,1.653,-0.935,1.007,-0.942,-0.081,-0.328,0.519,0.073,0.156,-0.027,G
B,1,G,12993,0.2408,5.722,0.125,-0.075,0.3,0.3,1.884,1.986,3.157,-0.081,0.948,0.198,0.073,1.532,-0.027,G
B,1,G,12994,0.2408,0.985,0.125,0.21,-0.109,-0.109,-0.935,1.986,2.078,-0.081,0.948,-2.196,0.073,0.156,-0.027,G
B,1,G,12995,0.2408,-0.489,0.125,-0.094,0.3,0.3,-0.935,-0.15,-0.942,0.807,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,12996,0.2408,5.722,-0.228,-0.045,0.3,0.3,1.884,0.079,3.157,-0.081,0.948,0.198,0.073,1.532,-0.027,G
B,1,G,12997,0.2408,-0.413,1.003,-0.081,0.513,0.513,1.002,1.007,1.015,-0.133,0.948,0.198,0.073,-0.338,-0.054,G
B,1,G,12998,0.2408,3.341,0.125,0.106,0.3,0.3,1.884,0.079,3.157,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,B,12999,0.2408,-0.732,-0.228,-0.081,-2.163,-1.648,-0.935,-0.944,-0.942,-0.081,-0.328,0.198,0.073,-0.948,-0.027,B
B,1,G,13000,0.2408,0.133,0.125,0.055,-0.804,-0.804,-0.935,0.797,-0.942,-0.081,-0.328,0.198,0.073,-0.948,-0.027,G
B,1,G,13001,0.2408,-0.743,-0.228,-0.027,-2.196,-1.648,-0.935,-0.944,-0.942,-0.081,-0.328,-2.196,0.073,0.156,-0.027,G
B,1,G,13002,0.2408,0.094,0.125,-0.094,0.513,0.513,1.215,0.079,1.545,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,13003,0.2408,0.985,0.125,0.055,-0.804,-0.804,1.884,-0.944,1.015,-0.081,-0.328,0.198,0.073,-0.948,-0.027,G
B,1,G,13004,0.2408,0.094,-0.164,0.135,0.513,0.513,1.215,0.713,1.015,-0.081,0.948,0.198,0.073,1.532,-0.027,G
B,1,G,13005,0.2408,-0.413,0.125,0.055,0.3,0.3,-0.935,0.079,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,B,13006,0.2408,-0.711,0.125,-0.043,-2.163,-1.648,-0.935,-0.944,-0.942,-0.081,-0.328,-2.196,0.073,-0.772,-0.027,B
B,1,G,13007,0.2408,0.985,-0.228,0.106,0.513,0.513,1.002,-1.084,1.015,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,13008,0.2408,5.722,0.125,0.055,0.513,0.513,1.884,1.986,3.157,-0.081,0.948,0.198,0.073,-0.855,-0.027,G
B,1,G,13009,0.2408,-0.491,0.125,-0.081,0.513,0.513,1.884,0.797,1.015,-0.081,0.948,0.198,0.073,1.455,-0.027,G
B,1,B,13010,0.2408,-0.743,0.125,-0.094,1.487,1.653,-0.935,0.079,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,B
B,1,B,13011,0.2408,-0.491,-1.378,-0.051,-1.375,-1.648,-0.935,-0.944,-1.049,-0.081,0.948,0.198,0.073,0.156,-0.027,B
B,1,G,13012,0.2408,-0.413,0.125,-0.045,-0.804,-0.804,1.884,-0.325,3.157,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,13013,0.2408,-0.491,0.125,-0.051,-0.109,-0.109,-0.935,1.55,-0.942,-0.081,-0.328,0.198,0.073,-0.948,-0.027,G
B,1,G,13014,0.2408,-0.732,-1.378,-0.146,-0.042,-0.042,1.884,-0.15,1.015,-0.081,0.948,0.198,0.073,1.532,-0.027,G
B,1,G,13015,0.2408,0.985,0.125,-0.027,0.513,0.513,1.884,1.986,3.157,-0.081,0.948,0.198,0.073,0.92,-0.027,G
B,1,B,13016,0.2408,-0.489,-0.228,-0.146,-2.163,-1.648,-0.935,-0.944,-0.942,-0.081,-0.328,0.198,0.073,0.92,-0.027,B
B,1,G,13017,0.2408,-0.491,-0.276,0.055,-2.163,-1.648,1.521,-0.944,3.157,0.807,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,13018,0.2408,0.985,0.125,0.065,0.3,0.3,1.002,-0.15,1.545,-0.081,0.948,0.198,0.073,0.156,1.32,G
B,1,G,13019,0.2408,0.133,0.125,0.106,0.3,0.3,1.884,-0.15,3.157,-0.081,-0.328,0.198,-1.184,-0.772,-0.027,G
B,1,G,13020,0.2408,-0.743,-0.164,-0.151,0.513,0.513,1.002,-1.084,1.545,-0.081,0.948,0.198,0.073,-0.338,-0.027,G
B,1,G,13021,0.2408,-0.108,-0.228,-0.081,1.487,1.653,1.884,1.986,3.157,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,13022,0.2408,2.074,0.125,-0.146,0.513,0.513,1.884,0.797,3.157,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,13023,0.2408,-0.732,0.125,0.186,1.558,1.653,1.002,0.797,1.015,-0.081,-0.328,0.198,0.073,0.156,1.718,G
B,1,G,13024,0.2408,-0.732,0.125,0.055,1.333,1.637,-0.935,0.079,-0.942,-0.081,-0.328,0.198,0.073,-0.556,-0.027,G
B,1,G,13025,0.2408,-0.531,0.125,-0.094,1.766,1.637,-0.935,1.55,-1.049,-0.081,0.948,0.198,0.073,1.532,-0.027,G
B,1,G,13026,0.2408,0.094,1.003,0.065,1.809,1.653,1.215,1.007,1.015,-0.081,-0.328,0.198,0.073,1.455,-0.027,G
B,1,B,13027,0.2408,0.094,1.003,-0.146,-0.042,-0.042,-0.935,1.007,-1.049,-0.081,0.948,0.198,0.073,1.455,-0.027,B
B,1,G,13028,0.2408,-0.108,0.125,0.21,0.3,0.3,-0.935,0.797,-0.942,-0.081,-0.328,0.198,0.073,-0.556,-0.027,G
B,1,G,13029,0.2408,-0.489,0.125,-0.146,0.513,0.513,1.002,0.235,1.015,-0.081,-0.328,0.198,0.073,0.92,-0.027,G
B,1,G,13030,0.2408,0.352,0.125,0.065,0.513,0.513,1.884,0.079,1.015,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,13031,0.2408,-0.732,0.125,-0.146,0.513,0.513,1.215,1.986,1.545,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,13032,0.2408,-0.108,0.125,0.135,-0.804,-0.804,1.884,-0.15,1.015,-0.133,-0.328,0.198,0.073,-0.948,-0.027,G
B,1,G,13033,0.2408,0.133,0.125,-0.081,0.3,0.3,1.884,0.713,3.157,0.807,0.948,0.198,0.073,0.156,-0.027,G
B,1,B,13034,0.2408,-0.711,-1.378,0.106,-0.804,-0.804,-0.935,-1.084,-0.942,-0.081,-0.328,0.198,0.073,-0.772,-0.027,B
B,1,G,13035,0.2408,0.133,0.125,0.135,0.513,0.513,-0.897,1.986,2.078,-0.081,0.948,0.198,0.073,1.455,-0.027,G
B,1,G,13036,0.2408,-0.489,0.125,-0.027,1.333,1.637,-0.935,0.713,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,13037,0.2408,-0.491,0.125,0.186,0.3,0.3,1.002,1.986,1.015,-0.081,-0.328,0.198,0.073,-0.556,-0.027,G
B,1,G,13038,0.2408,-0.743,0.125,0.135,1.558,1.653,-0.935,0.797,-0.942,0.807,-0.328,0.198,0.073,0.156,-0.027,G
B,1,B,13039,0.2408,-0.489,0.125,0.106,1.727,1.653,-0.935,1.55,-0.942,-0.081,-0.328,0.198,0.073,-0.948,-0.027,B
B,1,B,13040,0.2408,-0.491,0.125,0.21,0.513,0.513,-0.935,0.079,-0.942,-0.081,-0.328,0.198,0.073,-0.556,-0.027,B
B,1,B,13041,0.2408,0.985,0.125,-0.075,0.513,0.513,-0.935,-0.15,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,B
B,1,G,13042,0.2408,-0.732,0.125,-0.146,0.513,0.513,1.884,0.713,2.078,-0.081,-0.328,0.198,0.073,0.92,-0.027,G
B,1,B,13043,0.2408,0.094,1.003,-0.151,0.3,0.3,-0.935,1.007,-0.942,-0.081,-0.328,-2.196,0.073,0.156,-0.027,B
B,1,G,13044,0.2408,5.722,1.003,0.135,1.727,1.653,1.884,1.007,3.157,-0.081,0.948,0.198,0.073,1.532,1.755,G
B,1,G,13045,0.2408,-0.711,0.125,0.055,0.513,0.513,1.002,-0.15,1.015,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,13046,0.2408,2.074,0.125,0.055,0.513,0.513,1.884,1.55,3.157,-0.081,0.948,0.198,0.073,0.92,-0.027,G
B,1,G,13047,0.2408,2.074,0.125,-0.045,0.3,0.3,-0.935,-0.15,-0.942,-0.081,-0.328,0.198,0.073,-0.948,-0.027,G
B,1,B,13048,0.2408,-0.491,-0.228,-0.094,0.3,0.3,1.884,0.079,1.015,-0.081,-0.328,0.198,0.073,0.92,-0.027,B
B,1,G,13049,0.2408,0.985,0.125,-0.043,-0.804,-0.804,1.884,-1.084,1.015,-0.081,0.948,0.198,0.073,-0.772,-0.027,G
B,1,G,13050,0.2408,0.985,0.125,0.055,1.333,1.637,1.884,0.235,1.015,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,13051,0.2408,5.722,-0.276,-0.051,0.3,0.3,1.884,0.713,3.157,-0.081,-0.328,0.198,0.073,1.455,-0.027,G
B,1,G,13052,0.2408,2.074,0.125,-0.045,0.513,0.513,1.884,1.55,3.157,0.807,-0.328,0.198,0.073,1.532,-0.027,G
B,1,G,13053,0.2408,-0.413,0.125,-0.146,-0.804,-0.804,1.521,-0.944,1.545,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,13054,0.2408,2.074,-0.164,-0.094,-1.375,-1.648,1.884,0.713,1.015,0.807,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,13055,0.2408,5.722,0.125,-0.045,1.766,1.637,1.884,1.986,3.157,0.807,-0.328,0.198,0.073,1.455,-0.027,G
B,1,G,13056,0.2408,-0.489,0.125,0.106,0.513,0.513,1.002,-1.084,1.545,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,B,13057,0.2408,-0.108,0.125,-0.043,-1.375,-1.648,1.884,-0.944,3.157,-0.081,-0.328,0.198,0.073,-0.338,-0.027,B
B,1,G,13058,0.2408,-0.531,0.125,-0.075,1.727,1.653,1.884,0.797,1.015,-0.081,0.948,0.198,0.073,1.532,-0.027,G
B,1,G,13059,0.2408,-0.711,0.125,0.135,0.513,0.513,-0.935,0.797,-0.942,0.807,-0.328,-2.196,0.073,0.92,-0.027,G
B,1,G,13060,0.2408,2.074,0.125,0.065,0.513,0.513,-0.935,-0.15,-0.942,-0.081,-0.328,0.198,0.073,0.156,1.755,G
B,1,G,13061,0.2408,0.094,0.125,-0.051,1.727,1.653,-0.935,0.882,-0.942,0.807,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,13062,0.2408,-0.491,0.125,0.065,1.727,1.653,-0.935,0.797,-0.942,-0.081,-0.328,0.198,0.073,0.156,1.755,G
B,1,G,13063,0.2408,3.341,0.125,-0.027,-0.804,-0.804,1.884,1.986,2.078,-0.081,-0.328,0.198,0.073,1.532,-0.027,G
B,1,G,13064,0.2408,5.722,-0.164,-0.045,0.3,0.3,-0.935,1.986,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,B,13065,0.2408,-0.531,0.125,-0.075,0.513,0.513,-0.935,0.797,-1.049,-0.081,0.948,-2.196,0.073,0.156,-0.027,B
B,1,B,13066,0.2408,-0.743,1.003,0.106,0.3,0.3,-0.935,1.007,-0.942,-0.081,-0.328,0.198,0.073,1.532,-0.027,B
B,1,G,13067,0.2408,-0.743,-0.686,0.106,0.513,0.513,-0.935,0.079,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,13068,0.2408,-0.743,-1.378,0.055,0.513,0.513,-0.935,0.079,-0.942,-0.081,-0.328,0.198,0.073,0.388,-0.027,G
B,1,G,13069,0.2408,-0.489,0.125,-0.094,1.558,1.653,-0.935,0.235,-0.942,-0.081,-0.328,0.198,-1.184,0.156,-0.027,G
B,1,G,13070,0.2408,2.074,1.003,-0.045,-0.042,-0.042,-0.935,1.007,-0.942,-0.081,-0.328,0.198,0.073,0.156,1.18,G
B,1,B,13071,0.2408,-0.108,-0.164,-0.146,-0.804,-0.804,-0.935,-1.084,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,B
B,1,G,13072,0.2408,-0.711,0.125,0.135,0.3,0.3,-0.935,0.882,-1.049,-0.081,0.948,0.198,0.073,1.532,-0.027,G
B,1,G,13073,0.2408,5.722,0.125,-0.146,1.333,1.637,1.884,1.986,3.157,-0.081,-0.328,0.198,0.073,1.532,-0.027,G
B,1,B,13074,0.2408,0.985,-0.228,0.065,-0.804,-0.804,1.884,-0.944,1.015,-0.081,-0.328,0.198,0.073,-0.948,-0.027,B
B,1,G,13075,0.2408,0.094,1.003,-0.081,-0.804,-0.804,-0.935,1.007,-0.942,-0.081,-0.328,0.198,0.073,1.455,-0.027,G
B,1,G,13076,0.2408,5.722,0.125,-0.151,0.513,0.513,1.884,1.986,3.157,-0.081,0.948,0.198,0.073,1.532,-0.027,G
B,1,G,13077,0.2408,0.985,0.125,0.186,0.513,0.513,-0.935,0.235,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,13078,0.2408,-0.489,0.125,-0.081,0.513,0.513,-0.935,-0.15,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,13079,0.2408,-0.489,0.125,0.186,1.558,1.653,-0.935,0.079,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,13080,0.2408,0.133,0.125,-0.094,0.513,0.513,-0.935,0.079,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,13081,0.2408,5.722,0.125,-0.051,0.513,0.513,1.884,1.55,3.157,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,13082,0.2408,0.352,0.125,0.106,0.513,0.513,-0.935,0.797,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,13083,0.2408,0.352,0.125,-0.094,0.3,0.3,1.884,0.079,2.078,-0.081,-0.328,0.198,0.073,-0.855,0.546,G
B,1,G,13084,0.2408,-0.732,-0.276,0.055,-0.804,-0.804,1.002,-0.944,1.545,-0.081,0.948,0.198,0.073,-0.855,-0.027,G
B,1,G,13085,0.2408,2.074,0.125,-0.075,2.071,1.653,1.884,3.447,1.015,-0.081,0.948,0.198,0.073,0.156,1.718,G
B,1,G,13086,0.2408,-0.711,-0.164,-0.045,0.513,0.513,-0.935,-0.419,-0.942,-0.081,-0.328,0.198,0.073,0.388,-0.027,G
B,1,G,13087,0.2408,3.341,0.125,-0.027,0.3,0.3,-0.935,1.55,-0.942,-0.081,-0.328,0.198,0.073,1.532,-0.027,G
B,1,G,13088,0.2408,-0.491,0.125,-0.051,0.513,0.513,1.002,0.079,1.015,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,13089,0.2408,2.074,0.125,0.186,-0.109,-0.109,1.884,0.713,1.015,-0.081,-0.328,0.198,0.073,0.156,-0.054,G
B,1,G,13090,0.2408,0.352,-0.228,0.106,1.558,1.653,-0.935,0.882,-0.942,-0.081,-0.328,0.198,0.073,0.156,1.755,G
B,1,G,13091,0.2408,-0.732,0.125,-0.081,-0.109,-0.109,1.002,0.713,1.545,-0.081,0.948,0.198,0.073,0.388,-0.027,G
B,1,G,13092,0.2408,5.722,0.125,0.055,1.766,1.637,1.884,3.447,3.157,-0.081,0.948,0.198,0.073,1.532,-0.027,G
B,1,B,13093,0.2408,-0.711,-0.276,0.106,-0.804,-0.804,-0.935,-0.419,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,B
B,1,B,13094,0.2408,-0.743,-0.164,0.055,0.3,0.3,-0.935,0.713,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,B
B,1,G,13095,0.2408,-0.108,0.125,0.065,0.3,0.3,1.884,-1.084,1.015,-0.081,0.948,0.198,0.073,-0.948,-0.027,G
B,1,G,13096,0.2408,-0.531,1.003,-0.045,-1.375,-1.648,-0.935,1.007,-0.942,-0.081,-0.328,0.198,0.073,-0.948,-0.027,G
B,1,G,13097,0.2408,-0.491,-0.686,-0.075,-0.804,-0.804,-0.935,0.713,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,13098,0.2408,0.133,0.125,-0.045,-0.804,-0.804,1.884,1.986,1.545,1.12,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,13099,0.2408,0.133,0.125,-0.051,0.513,0.513,-0.935,0.797,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,13100,0.2408,-0.743,0.125,-0.043,0.3,0.3,-0.935,-0.944,-0.942,-0.081,-0.328,0.198,0.073,-0.772,-0.027,G
B,1,G,13101,0.2408,-0.743,0.125,0.135,0.3,0.3,-0.935,-0.15,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,13102,0.2408,0.094,0.125,-0.151,1.558,1.653,1.215,3.447,1.545,-0.081,0.948,0.198,0.073,1.532,-0.027,G
B,1,G,13103,0.2408,0.133,0.125,-0.027,0.513,0.513,1.002,-1.084,1.015,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,13104,0.2408,-0.743,-1.378,-0.075,0.513,0.513,-0.935,0.797,-0.942,-0.081,-0.328,0.198,0.073,-0.556,-0.027,G
B,1,G,13105,0.2408,0.094,0.125,-0.094,1.766,1.637,-0.935,0.235,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,13106,0.2408,-0.108,0.125,0.135,0.513,0.513,-0.935,-1.084,-0.942,-0.081,-0.328,0.198,0.073,-0.948,-0.027,G
B,1,G,13107,0.2408,-0.108,-0.276,-0.075,0.513,0.513,1.884,-0.944,1.545,0.807,0.948,0.198,0.073,0.92,-0.027,G
B,1,B,13108,0.2408,0.094,-0.276,-0.146,-1.375,-1.648,1.884,-1.084,2.078,-0.081,0.948,-2.196,0.073,-0.772,-0.027,B
B,1,G,13109,0.2408,-0.413,-0.276,0.21,0.513,0.513,1.884,1.986,1.015,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,B,13110,0.2408,-0.108,0.125,0.065,-0.804,-0.804,-0.935,-0.944,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,B
B,1,G,13111,0.2408,3.341,1.003,-0.075,0.3,0.3,1.884,1.007,3.157,-0.081,0.948,0.198,0.073,1.532,-0.027,G
B,1,G,13112,0.2408,-0.743,-0.228,0.106,-2.196,-1.648,1.002,-0.15,1.015,-0.081,-0.328,0.198,0.073,-0.772,-0.027,G
B,1,B,13113,0.2408,-0.489,0.125,-0.051,-0.804,-0.804,-0.935,-1.084,-0.942,-0.081,-0.328,0.198,0.073,-0.556,-0.027,B
B,1,G,13114,0.2408,-0.711,-0.276,-0.027,-0.804,-0.804,1.002,-0.944,1.545,-0.081,0.948,0.198,0.073,-0.338,-0.027,G
B,1,B,13115,0.2408,-0.711,0.125,-0.051,-0.804,-0.804,-0.935,0.079,-0.942,-0.081,-0.328,-2.196,0.073,0.156,-0.027,B
B,1,G,13116,0.2408,-0.531,0.125,-0.094,0.513,0.513,-0.935,-0.15,2.078,-0.081,0.948,0.198,0.073,-0.338,0.208,G
B,1,B,13117,0.2408,-0.743,0.125,-0.027,-1.375,-1.648,-0.935,-0.944,-0.942,-0.081,-0.328,0.198,0.073,0.156,1.18,B
B,1,G,13118,0.2408,-0.413,0.125,0.065,0.513,0.513,1.884,0.713,2.078,-0.081,0.948,0.519,0.073,0.156,1.417,G
B,1,G,13119,0.2408,-0.743,0.125,-0.146,0.3,0.3,1.884,0.713,1.015,-0.081,0.948,0.198,0.073,-0.338,-0.027,G
B,1,G,13120,0.2408,-0.413,0.125,0.065,0.3,0.3,-0.935,0.713,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,B,13121,0.2408,-0.732,0.125,-0.094,-1.375,-1.648,-0.935,-0.15,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,B
B,1,B,13122,0.2408,-0.732,0.125,0.21,-1.375,-1.648,-0.935,-0.944,-0.942,-0.081,-0.328,0.198,0.073,-0.556,-0.027,B
B,1,G,13123,0.2408,0.985,0.125,-0.043,1.809,1.653,1.884,-0.15,3.157,-0.133,0.948,0.198,0.073,1.532,1.282,G
B,1,B,13124,0.2408,-0.531,-0.276,0.055,-1.375,-1.648,-0.935,-1.084,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,B
B,1,G,13125,0.2408,2.074,0.125,-0.027,0.513,0.513,1.884,1.986,3.157,0.807,-0.328,0.198,0.073,1.532,-0.027,G
B,1,B,13126,0.2408,0.094,0.125,-0.151,-0.042,-0.042,-0.935,0.797,-0.942,-0.081,-0.328,-2.196,0.073,0.156,-0.669,B
B,1,G,13127,0.2408,-0.413,-0.228,-0.075,1.487,1.653,-0.935,1.986,-1.049,-0.081,0.948,0.519,0.073,0.156,-0.027,G
B,1,G,13128,0.2408,-0.108,0.125,-0.151,0.3,0.3,1.884,0.713,1.015,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,B,13129,0.2408,-0.531,-0.276,-0.027,-0.804,-0.804,-0.935,-0.944,-0.942,-0.081,-0.328,-2.196,0.073,0.156,-0.027,B
B,1,G,13130,0.2408,-0.743,0.125,-0.051,1.487,1.653,1.884,1.986,1.545,-0.081,0.948,0.198,0.073,0.388,1.32,G
B,1,B,13131,0.2408,-0.732,-0.276,-0.051,-0.804,-0.804,-0.935,-0.944,-1.049,-0.081,0.948,0.198,0.073,0.156,-0.027,B
B,1,G,13132,0.2408,0.094,-0.686,-0.151,0.513,0.513,1.215,-1.084,1.015,-0.081,-0.328,0.198,0.073,1.455,-0.027,G
B,1,B,13133,0.2408,-0.743,-0.276,-0.094,-1.375,-1.648,-0.935,-0.944,-1.049,-0.081,0.948,0.198,-1.184,0.156,-0.027,B
B,1,G,13134,0.2408,0.094,0.125,0.055,0.513,0.513,1.215,0.713,1.545,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,13135,0.2408,-0.491,-0.164,-0.027,-1.375,-1.648,1.884,-0.944,3.157,-0.081,0.948,0.198,0.073,0.92,-0.027,G
B,1,G,13136,0.2408,2.074,-0.164,0.135,0.3,0.3,1.884,0.797,3.157,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,13137,0.2408,-0.491,-0.276,-0.027,0.3,0.3,1.002,1.986,1.545,-0.081,0.948,0.198,0.073,-0.556,-0.027,G
B,1,G,13138,0.2408,0.133,-0.276,-0.094,-0.042,-0.042,-0.935,0.713,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,13139,0.2408,-0.531,-0.276,0.135,0.3,0.3,-0.935,0.079,-0.942,0.807,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,13140,0.2408,2.074,0.125,-0.081,-0.804,-0.804,1.884,-0.15,3.157,-0.133,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,13141,0.2408,-0.743,0.125,0.106,-0.109,-0.109,1.002,-0.944,1.015,-0.081,0.948,0.198,0.073,0.388,-0.027,G
B,1,G,13142,0.2408,0.985,-0.228,-0.043,1.333,1.637,-0.935,0.079,1.015,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,13143,0.2408,0.133,0.125,-0.081,1.809,1.653,-0.935,1.55,-0.942,-0.081,-0.328,0.198,0.073,-0.855,1.755,G
B,1,G,13144,0.2408,0.985,0.125,-0.151,-0.804,-0.804,1.884,0.713,3.157,0.807,-0.328,0.198,0.073,0.92,-0.027,G
B,1,G,13145,0.2408,-0.413,0.125,-0.075,1.766,1.637,-0.935,0.079,-0.942,-0.081,-0.328,0.198,0.073,1.532,-0.027,G
B,1,G,13146,0.2408,5.722,0.125,-0.045,0.3,0.3,1.884,-1.084,3.157,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,13147,0.2408,-0.732,-0.276,0.065,-0.804,-0.804,-0.935,-0.944,-0.942,-0.081,-0.328,0.198,0.073,1.532,-0.027,G
B,1,G,13148,0.2408,2.074,0.125,-0.146,-0.109,-0.109,-0.935,-0.15,-0.942,-0.081,-0.328,0.198,0.073,-0.338,-0.027,G
B,1,G,13149,0.2408,-0.743,-1.378,-0.081,0.513,0.513,-0.935,-1.084,-0.942,-0.081,-0.328,0.198,0.073,-0.948,-0.027,G
B,1,G,13150,0.2408,-0.743,0.125,-0.094,0.513,0.513,1.002,-0.15,1.545,-0.081,0.948,0.198,0.073,-0.556,-0.027,G
B,1,G,13151,0.2408,-0.743,-0.276,0.055,0.513,0.513,-0.935,1.986,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,13152,0.2408,-0.491,-0.276,-0.045,0.513,0.513,1.002,0.713,1.015,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,13153,0.2408,0.133,0.125,-0.027,0.513,0.513,1.002,0.713,1.545,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,13154,0.2408,0.985,1.003,-0.045,0.513,0.513,1.884,1.007,1.545,-0.081,0.948,0.198,0.073,1.455,-0.027,G
B,1,G,13155,0.2408,-0.711,0.125,-0.151,0.513,0.513,-0.935,1.55,-0.942,0.807,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,13156,0.2408,5.722,0.125,-0.043,1.487,1.653,1.884,-0.15,3.157,-0.081,0.948,0.198,0.073,1.532,-0.027,G
B,1,G,13157,0.2408,-0.108,0.125,-0.045,1.766,1.637,1.002,1.55,1.015,-0.081,-0.328,0.198,0.073,-0.338,-0.027,G
B,1,G,13158,0.2408,-0.711,0.125,0.055,0.513,0.513,1.884,0.713,2.078,-0.081,0.948,0.198,0.073,0.92,-0.027,G
